Ref_Date,GEO,PRO,COM,Value
2003/08,Canada,Oil  produced,Soybeans,x
2003/09,Canada,Oil  produced,Soybeans,x
2003/10,Canada,Oil  produced,Soybeans,x
2003/11,Canada,Oil  produced,Soybeans,x
2003/12,Canada,Oil  produced,Soybeans,x
2004/01,Canada,Oil  produced,Soybeans,x
2004/02,Canada,Oil  produced,Soybeans,x
2004/03,Canada,Oil  produced,Soybeans,x
2004/04,Canada,Oil  produced,Soybeans,x
2004/05,Canada,Oil  produced,Soybeans,x
2004/06,Canada,Oil  produced,Soybeans,x
2004/07,Canada,Oil  produced,Soybeans,x
2004/08,Canada,Oil  produced,Soybeans,x
2004/09,Canada,Oil  produced,Soybeans,x
2004/10,Canada,Oil  produced,Soybeans,x
2004/11,Canada,Oil  produced,Soybeans,x
2004/12,Canada,Oil  produced,Soybeans,x
2005/01,Canada,Oil  produced,Soybeans,x
2005/02,Canada,Oil  produced,Soybeans,x
2005/03,Canada,Oil  produced,Soybeans,x
2005/04,Canada,Oil  produced,Soybeans,x
2005/05,Canada,Oil  produced,Soybeans,x
2005/06,Canada,Oil  produced,Soybeans,x
2005/07,Canada,Oil  produced,Soybeans,x
2005/08,Canada,Oil  produced,Soybeans,x
2005/09,Canada,Oil  produced,Soybeans,x
2005/10,Canada,Oil  produced,Soybeans,x
2005/11,Canada,Oil  produced,Soybeans,x
2005/12,Canada,Oil  produced,Soybeans,x
2006/01,Canada,Oil  produced,Soybeans,x
2006/02,Canada,Oil  produced,Soybeans,x
2006/03,Canada,Oil  produced,Soybeans,x
2006/04,Canada,Oil  produced,Soybeans,x
2006/05,Canada,Oil  produced,Soybeans,x
2006/06,Canada,Oil  produced,Soybeans,x
2006/07,Canada,Oil  produced,Soybeans,x
2006/08,Canada,Oil  produced,Soybeans,x
2006/09,Canada,Oil  produced,Soybeans,x
2006/10,Canada,Oil  produced,Soybeans,x
2006/11,Canada,Oil  produced,Soybeans,x
2006/12,Canada,Oil  produced,Soybeans,x
2007/01,Canada,Oil  produced,Soybeans,x
2007/02,Canada,Oil  produced,Soybeans,x
2007/03,Canada,Oil  produced,Soybeans,x
2007/04,Canada,Oil  produced,Soybeans,x
2007/05,Canada,Oil  produced,Soybeans,x
2007/06,Canada,Oil  produced,Soybeans,x
2007/07,Canada,Oil  produced,Soybeans,x
2007/08,Canada,Oil  produced,Soybeans,x
2007/09,Canada,Oil  produced,Soybeans,x
2007/10,Canada,Oil  produced,Soybeans,x
2007/11,Canada,Oil  produced,Soybeans,x
2007/12,Canada,Oil  produced,Soybeans,x
2008/01,Canada,Oil  produced,Soybeans,x
2008/02,Canada,Oil  produced,Soybeans,x
2008/03,Canada,Oil  produced,Soybeans,x
2008/04,Canada,Oil  produced,Soybeans,x
2008/05,Canada,Oil  produced,Soybeans,x
2008/06,Canada,Oil  produced,Soybeans,x
2008/07,Canada,Oil  produced,Soybeans,x
2008/08,Canada,Oil  produced,Soybeans,x
2008/09,Canada,Oil  produced,Soybeans,x
2008/10,Canada,Oil  produced,Soybeans,x
2008/11,Canada,Oil  produced,Soybeans,x
2008/12,Canada,Oil  produced,Soybeans,x
2009/01,Canada,Oil  produced,Soybeans,x
2009/02,Canada,Oil  produced,Soybeans,x
2009/03,Canada,Oil  produced,Soybeans,x
2009/04,Canada,Oil  produced,Soybeans,x
2009/05,Canada,Oil  produced,Soybeans,x
2009/06,Canada,Oil  produced,Soybeans,x
2009/07,Canada,Oil  produced,Soybeans,x
2009/08,Canada,Oil  produced,Soybeans,x
2009/09,Canada,Oil  produced,Soybeans,x
2009/10,Canada,Oil  produced,Soybeans,x
2009/11,Canada,Oil  produced,Soybeans,x
2009/12,Canada,Oil  produced,Soybeans,x
2010/01,Canada,Oil  produced,Soybeans,x
2010/02,Canada,Oil  produced,Soybeans,x
2010/03,Canada,Oil  produced,Soybeans,x
2010/04,Canada,Oil  produced,Soybeans,x
2010/05,Canada,Oil  produced,Soybeans,x
2010/06,Canada,Oil  produced,Soybeans,x
2010/07,Canada,Oil  produced,Soybeans,x
2010/08,Canada,Oil  produced,Soybeans,x
2010/09,Canada,Oil  produced,Soybeans,x
2010/10,Canada,Oil  produced,Soybeans,x
2010/11,Canada,Oil  produced,Soybeans,x
2010/12,Canada,Oil  produced,Soybeans,x
2011/01,Canada,Oil  produced,Soybeans,x
2011/02,Canada,Oil  produced,Soybeans,x
2011/03,Canada,Oil  produced,Soybeans,x
2011/04,Canada,Oil  produced,Soybeans,x
2011/05,Canada,Oil  produced,Soybeans,x
2011/06,Canada,Oil  produced,Soybeans,x
2011/07,Canada,Oil  produced,Soybeans,x
2011/08,Canada,Oil  produced,Soybeans,x
2011/09,Canada,Oil  produced,Soybeans,x
2011/10,Canada,Oil  produced,Soybeans,x
2011/11,Canada,Oil  produced,Soybeans,x
2011/12,Canada,Oil  produced,Soybeans,x
2012/01,Canada,Oil  produced,Soybeans,x
2012/02,Canada,Oil  produced,Soybeans,x
2012/03,Canada,Oil  produced,Soybeans,x
2012/04,Canada,Oil  produced,Soybeans,x
2012/05,Canada,Oil  produced,Soybeans,x
2012/06,Canada,Oil  produced,Soybeans,x
2012/07,Canada,Oil  produced,Soybeans,x
2012/08,Canada,Oil  produced,Soybeans,x
2012/09,Canada,Oil  produced,Soybeans,x
2012/10,Canada,Oil  produced,Soybeans,x
2012/11,Canada,Oil  produced,Soybeans,x
2012/12,Canada,Oil  produced,Soybeans,x
2013/01,Canada,Oil  produced,Soybeans,x
2013/02,Canada,Oil  produced,Soybeans,x
2013/03,Canada,Oil  produced,Soybeans,x
2013/04,Canada,Oil  produced,Soybeans,x
2013/05,Canada,Oil  produced,Soybeans,x
2013/06,Canada,Oil  produced,Soybeans,x
2013/07,Canada,Oil  produced,Soybeans,x
2013/08,Canada,Oil  produced,Soybeans,x
2013/09,Canada,Oil  produced,Soybeans,x
2013/10,Canada,Oil  produced,Soybeans,x
2013/11,Canada,Oil  produced,Soybeans,x
2013/12,Canada,Oil  produced,Soybeans,x
2014/01,Canada,Oil  produced,Soybeans,x
2014/02,Canada,Oil  produced,Soybeans,x
2014/03,Canada,Oil  produced,Soybeans,x
2014/04,Canada,Oil  produced,Soybeans,x
2014/05,Canada,Oil  produced,Soybeans,x
2014/06,Canada,Oil  produced,Soybeans,x
2014/07,Canada,Oil  produced,Soybeans,x
2014/08,Canada,Oil  produced,Soybeans,x
2014/09,Canada,Oil  produced,Soybeans,x
2014/10,Canada,Oil  produced,Soybeans,x
2014/11,Canada,Oil  produced,Soybeans,x
2014/12,Canada,Oil  produced,Soybeans,x
2015/01,Canada,Oil  produced,Soybeans,x
2015/02,Canada,Oil  produced,Soybeans,x
2015/03,Canada,Oil  produced,Soybeans,x
2015/04,Canada,Oil  produced,Soybeans,x
2015/05,Canada,Oil  produced,Soybeans,x
2015/06,Canada,Oil  produced,Soybeans,x
2015/07,Canada,Oil  produced,Soybeans,x
2015/08,Canada,Oil  produced,Soybeans,x
2015/09,Canada,Oil  produced,Soybeans,x
2015/10,Canada,Oil  produced,Soybeans,x
2015/11,Canada,Oil  produced,Soybeans,x
2015/12,Canada,Oil  produced,Soybeans,x
2016/01,Canada,Oil  produced,Soybeans,x
2016/02,Canada,Oil  produced,Soybeans,x
2016/03,Canada,Oil  produced,Soybeans,x
2016/04,Canada,Oil  produced,Soybeans,x
2016/05,Canada,Oil  produced,Soybeans,x
2016/06,Canada,Oil  produced,Soybeans,x
2016/07,Canada,Oil  produced,Soybeans,x
2016/08,Canada,Oil  produced,Soybeans,x
2016/09,Canada,Oil  produced,Soybeans,x
2016/10,Canada,Oil  produced,Soybeans,x
2016/11,Canada,Oil  produced,Soybeans,x
2016/12,Canada,Oil  produced,Soybeans,x
2017/01,Canada,Oil  produced,Soybeans,x
2017/02,Canada,Oil  produced,Soybeans,x
2017/03,Canada,Oil  produced,Soybeans,x
2017/04,Canada,Oil  produced,Soybeans,x
2017/05,Canada,Oil  produced,Soybeans,x
2017/06,Canada,Oil  produced,Soybeans,x
2017/07,Canada,Oil  produced,Soybeans,x
2017/08,Canada,Oil  produced,Soybeans,x
2017/09,Canada,Oil  produced,Soybeans,x
2017/10,Canada,Oil  produced,Soybeans,x
2017/11,Canada,Oil  produced,Soybeans,x
1971/01,Canada,Meal produced,Canola (rapeseed),
1971/02,Canada,Meal produced,Canola (rapeseed),
1971/03,Canada,Meal produced,Canola (rapeseed),
1971/04,Canada,Meal produced,Canola (rapeseed),
1971/05,Canada,Meal produced,Canola (rapeseed),
1971/06,Canada,Meal produced,Canola (rapeseed),
1971/07,Canada,Meal produced,Canola (rapeseed),
1971/08,Canada,Meal produced,Canola (rapeseed),8927
1971/09,Canada,Meal produced,Canola (rapeseed),12234
1971/10,Canada,Meal produced,Canola (rapeseed),12572
1971/11,Canada,Meal produced,Canola (rapeseed),12716
1971/12,Canada,Meal produced,Canola (rapeseed),13010
1972/01,Canada,Meal produced,Canola (rapeseed),12819
1972/02,Canada,Meal produced,Canola (rapeseed),12073
1972/03,Canada,Meal produced,Canola (rapeseed),15304
1972/04,Canada,Meal produced,Canola (rapeseed),13341
1972/05,Canada,Meal produced,Canola (rapeseed),15471
1972/06,Canada,Meal produced,Canola (rapeseed),14635
1972/07,Canada,Meal produced,Canola (rapeseed),19524
1972/08,Canada,Meal produced,Canola (rapeseed),12158
1972/09,Canada,Meal produced,Canola (rapeseed),14197
1972/10,Canada,Meal produced,Canola (rapeseed),12902
1972/11,Canada,Meal produced,Canola (rapeseed),16061
1972/12,Canada,Meal produced,Canola (rapeseed),15524
1973/01,Canada,Meal produced,Canola (rapeseed),18215
1973/02,Canada,Meal produced,Canola (rapeseed),18393
1973/03,Canada,Meal produced,Canola (rapeseed),21637
1973/04,Canada,Meal produced,Canola (rapeseed),17644
1973/05,Canada,Meal produced,Canola (rapeseed),19304
1973/06,Canada,Meal produced,Canola (rapeseed),18961
1973/07,Canada,Meal produced,Canola (rapeseed),19172
1973/08,Canada,Meal produced,Canola (rapeseed),13687
1973/09,Canada,Meal produced,Canola (rapeseed),19210
1973/10,Canada,Meal produced,Canola (rapeseed),19999
1973/11,Canada,Meal produced,Canola (rapeseed),18310
1973/12,Canada,Meal produced,Canola (rapeseed),18826
1974/01,Canada,Meal produced,Canola (rapeseed),19565
1974/02,Canada,Meal produced,Canola (rapeseed),17158
1974/03,Canada,Meal produced,Canola (rapeseed),17309
1974/04,Canada,Meal produced,Canola (rapeseed),15110
1974/05,Canada,Meal produced,Canola (rapeseed),13681
1974/06,Canada,Meal produced,Canola (rapeseed),11876
1974/07,Canada,Meal produced,Canola (rapeseed),9201
1974/08,Canada,Meal produced,Canola (rapeseed),8806
1974/09,Canada,Meal produced,Canola (rapeseed),13856
1974/10,Canada,Meal produced,Canola (rapeseed),16825
1974/11,Canada,Meal produced,Canola (rapeseed),15499
1974/12,Canada,Meal produced,Canola (rapeseed),11803
1975/01,Canada,Meal produced,Canola (rapeseed),12887
1975/02,Canada,Meal produced,Canola (rapeseed),15290
1975/03,Canada,Meal produced,Canola (rapeseed),14503
1975/04,Canada,Meal produced,Canola (rapeseed),16311
1975/05,Canada,Meal produced,Canola (rapeseed),14628
1975/06,Canada,Meal produced,Canola (rapeseed),9225
1975/07,Canada,Meal produced,Canola (rapeseed),8128
1975/08,Canada,Meal produced,Canola (rapeseed),10717
1975/09,Canada,Meal produced,Canola (rapeseed),16793
1975/10,Canada,Meal produced,Canola (rapeseed),21822
1975/11,Canada,Meal produced,Canola (rapeseed),21040
1975/12,Canada,Meal produced,Canola (rapeseed),17058
1976/01,Canada,Meal produced,Canola (rapeseed),18834
1976/02,Canada,Meal produced,Canola (rapeseed),19072
1976/03,Canada,Meal produced,Canola (rapeseed),16199
1976/04,Canada,Meal produced,Canola (rapeseed),13581
1976/05,Canada,Meal produced,Canola (rapeseed),13380
1976/06,Canada,Meal produced,Canola (rapeseed),17093
1976/07,Canada,Meal produced,Canola (rapeseed),11785
1976/08,Canada,Meal produced,Canola (rapeseed),21169
1976/09,Canada,Meal produced,Canola (rapeseed),18739
1976/10,Canada,Meal produced,Canola (rapeseed),23274
1976/11,Canada,Meal produced,Canola (rapeseed),21482
1976/12,Canada,Meal produced,Canola (rapeseed),22692
1977/01,Canada,Meal produced,Canola (rapeseed),27573
1977/02,Canada,Meal produced,Canola (rapeseed),30693
1977/03,Canada,Meal produced,Canola (rapeseed),32008
1977/04,Canada,Meal produced,Canola (rapeseed),29478
1977/05,Canada,Meal produced,Canola (rapeseed),32251
1977/06,Canada,Meal produced,Canola (rapeseed),31378
1977/07,Canada,Meal produced,Canola (rapeseed),24161
1977/08,Canada,Meal produced,Canola (rapeseed),10567
1977/09,Canada,Meal produced,Canola (rapeseed),33704
1977/10,Canada,Meal produced,Canola (rapeseed),36004
1977/11,Canada,Meal produced,Canola (rapeseed),32775
1977/12,Canada,Meal produced,Canola (rapeseed),28270
1978/01,Canada,Meal produced,Canola (rapeseed),30436
1978/02,Canada,Meal produced,Canola (rapeseed),30740
1978/03,Canada,Meal produced,Canola (rapeseed),33400
1978/04,Canada,Meal produced,Canola (rapeseed),36488
1978/05,Canada,Meal produced,Canola (rapeseed),31269
1978/06,Canada,Meal produced,Canola (rapeseed),29204
1978/07,Canada,Meal produced,Canola (rapeseed),24588
1978/08,Canada,Meal produced,Canola (rapeseed),13599
1978/09,Canada,Meal produced,Canola (rapeseed),36634
1978/10,Canada,Meal produced,Canola (rapeseed),37059
1978/11,Canada,Meal produced,Canola (rapeseed),35616
1978/12,Canada,Meal produced,Canola (rapeseed),36561
1979/01,Canada,Meal produced,Canola (rapeseed),35176
1979/02,Canada,Meal produced,Canola (rapeseed),30568
1979/03,Canada,Meal produced,Canola (rapeseed),40211
1979/04,Canada,Meal produced,Canola (rapeseed),36795
1979/05,Canada,Meal produced,Canola (rapeseed),33585
1979/06,Canada,Meal produced,Canola (rapeseed),42432
1979/07,Canada,Meal produced,Canola (rapeseed),38495
1979/08,Canada,Meal produced,Canola (rapeseed),13140
1979/09,Canada,Meal produced,Canola (rapeseed),42258
1979/10,Canada,Meal produced,Canola (rapeseed),44976
1979/11,Canada,Meal produced,Canola (rapeseed),37213
1979/12,Canada,Meal produced,Canola (rapeseed),48897
1980/01,Canada,Meal produced,Canola (rapeseed),48249
1980/02,Canada,Meal produced,Canola (rapeseed),48956
1980/03,Canada,Meal produced,Canola (rapeseed),46059
1980/04,Canada,Meal produced,Canola (rapeseed),48120
1980/05,Canada,Meal produced,Canola (rapeseed),51243
1980/06,Canada,Meal produced,Canola (rapeseed),47402
1980/07,Canada,Meal produced,Canola (rapeseed),44299
1980/08,Canada,Meal produced,Canola (rapeseed),21238
1980/09,Canada,Meal produced,Canola (rapeseed),46560
1980/10,Canada,Meal produced,Canola (rapeseed),54569
1980/11,Canada,Meal produced,Canola (rapeseed),40770
1980/12,Canada,Meal produced,Canola (rapeseed),46278
1981/01,Canada,Meal produced,Canola (rapeseed),46254
1981/02,Canada,Meal produced,Canola (rapeseed),47804
1981/03,Canada,Meal produced,Canola (rapeseed),56832
1981/04,Canada,Meal produced,Canola (rapeseed),55914
1981/05,Canada,Meal produced,Canola (rapeseed),50640
1981/06,Canada,Meal produced,Canola (rapeseed),54416
1981/07,Canada,Meal produced,Canola (rapeseed),52297
1981/08,Canada,Meal produced,Canola (rapeseed),23145
1981/09,Canada,Meal produced,Canola (rapeseed),55076
1981/10,Canada,Meal produced,Canola (rapeseed),59612
1981/11,Canada,Meal produced,Canola (rapeseed),55139
1981/12,Canada,Meal produced,Canola (rapeseed),54948
1982/01,Canada,Meal produced,Canola (rapeseed),53013
1982/02,Canada,Meal produced,Canola (rapeseed),45930
1982/03,Canada,Meal produced,Canola (rapeseed),48029
1982/04,Canada,Meal produced,Canola (rapeseed),34388
1982/05,Canada,Meal produced,Canola (rapeseed),39712
1982/06,Canada,Meal produced,Canola (rapeseed),47459
1982/07,Canada,Meal produced,Canola (rapeseed),34615
1982/08,Canada,Meal produced,Canola (rapeseed),20059
1982/09,Canada,Meal produced,Canola (rapeseed),42320
1982/10,Canada,Meal produced,Canola (rapeseed),59363
1982/11,Canada,Meal produced,Canola (rapeseed),52151
1982/12,Canada,Meal produced,Canola (rapeseed),45575
1983/01,Canada,Meal produced,Canola (rapeseed),47861
1983/02,Canada,Meal produced,Canola (rapeseed),52785
1983/03,Canada,Meal produced,Canola (rapeseed),50558
1983/04,Canada,Meal produced,Canola (rapeseed),35837
1983/05,Canada,Meal produced,Canola (rapeseed),35845
1983/06,Canada,Meal produced,Canola (rapeseed),45702
1983/07,Canada,Meal produced,Canola (rapeseed),33656
1983/08,Canada,Meal produced,Canola (rapeseed),21926
1983/09,Canada,Meal produced,Canola (rapeseed),59945
1983/10,Canada,Meal produced,Canola (rapeseed),72605
1983/11,Canada,Meal produced,Canola (rapeseed),74161
1983/12,Canada,Meal produced,Canola (rapeseed),70213
1984/01,Canada,Meal produced,Canola (rapeseed),69226
1984/02,Canada,Meal produced,Canola (rapeseed),75106
1984/03,Canada,Meal produced,Canola (rapeseed),75115
1984/04,Canada,Meal produced,Canola (rapeseed),64331
1984/05,Canada,Meal produced,Canola (rapeseed),53674
1984/06,Canada,Meal produced,Canola (rapeseed),36667
1984/07,Canada,Meal produced,Canola (rapeseed),15089
1984/08,Canada,Meal produced,Canola (rapeseed),21764
1984/09,Canada,Meal produced,Canola (rapeseed),66511
1984/10,Canada,Meal produced,Canola (rapeseed),79596
1984/11,Canada,Meal produced,Canola (rapeseed),76787
1984/12,Canada,Meal produced,Canola (rapeseed),61419
1985/01,Canada,Meal produced,Canola (rapeseed),56999
1985/02,Canada,Meal produced,Canola (rapeseed),73001
1985/03,Canada,Meal produced,Canola (rapeseed),80953
1985/04,Canada,Meal produced,Canola (rapeseed),57449
1985/05,Canada,Meal produced,Canola (rapeseed),66838
1985/06,Canada,Meal produced,Canola (rapeseed),74264
1985/07,Canada,Meal produced,Canola (rapeseed),52247
1985/08,Canada,Meal produced,Canola (rapeseed),30201
1985/09,Canada,Meal produced,Canola (rapeseed),61443
1985/10,Canada,Meal produced,Canola (rapeseed),73214
1985/11,Canada,Meal produced,Canola (rapeseed),70467
1985/12,Canada,Meal produced,Canola (rapeseed),66143
1986/01,Canada,Meal produced,Canola (rapeseed),58197
1986/02,Canada,Meal produced,Canola (rapeseed),56395
1986/03,Canada,Meal produced,Canola (rapeseed),71101
1986/04,Canada,Meal produced,Canola (rapeseed),49256
1986/05,Canada,Meal produced,Canola (rapeseed),48452
1986/06,Canada,Meal produced,Canola (rapeseed),50367
1986/07,Canada,Meal produced,Canola (rapeseed),55778
1986/08,Canada,Meal produced,Canola (rapeseed),42952
1986/09,Canada,Meal produced,Canola (rapeseed),72424
1986/10,Canada,Meal produced,Canola (rapeseed),80529
1986/11,Canada,Meal produced,Canola (rapeseed),77576
1986/12,Canada,Meal produced,Canola (rapeseed),87011
1987/01,Canada,Meal produced,Canola (rapeseed),83281
1987/02,Canada,Meal produced,Canola (rapeseed),74643
1987/03,Canada,Meal produced,Canola (rapeseed),85577
1987/04,Canada,Meal produced,Canola (rapeseed),76811
1987/05,Canada,Meal produced,Canola (rapeseed),81511
1987/06,Canada,Meal produced,Canola (rapeseed),81318
1987/07,Canada,Meal produced,Canola (rapeseed),65806
1987/08,Canada,Meal produced,Canola (rapeseed),43583
1987/09,Canada,Meal produced,Canola (rapeseed),77040
1987/10,Canada,Meal produced,Canola (rapeseed),87045
1987/11,Canada,Meal produced,Canola (rapeseed),94289
1987/12,Canada,Meal produced,Canola (rapeseed),92428
1988/01,Canada,Meal produced,Canola (rapeseed),90738
1988/02,Canada,Meal produced,Canola (rapeseed),91903
1988/03,Canada,Meal produced,Canola (rapeseed),89421
1988/04,Canada,Meal produced,Canola (rapeseed),81485
1988/05,Canada,Meal produced,Canola (rapeseed),64290
1988/06,Canada,Meal produced,Canola (rapeseed),81075
1988/07,Canada,Meal produced,Canola (rapeseed),65734
1988/08,Canada,Meal produced,Canola (rapeseed),43427
1988/09,Canada,Meal produced,Canola (rapeseed),77925
1988/10,Canada,Meal produced,Canola (rapeseed),81724
1988/11,Canada,Meal produced,Canola (rapeseed),76984
1988/12,Canada,Meal produced,Canola (rapeseed),69013
1989/01,Canada,Meal produced,Canola (rapeseed),60558
1989/02,Canada,Meal produced,Canola (rapeseed),57922
1989/03,Canada,Meal produced,Canola (rapeseed),63565
1989/04,Canada,Meal produced,Canola (rapeseed),60208
1989/05,Canada,Meal produced,Canola (rapeseed),86558
1989/06,Canada,Meal produced,Canola (rapeseed),75843
1989/07,Canada,Meal produced,Canola (rapeseed),68749
1989/08,Canada,Meal produced,Canola (rapeseed),61394
1989/09,Canada,Meal produced,Canola (rapeseed),64811
1989/10,Canada,Meal produced,Canola (rapeseed),74022
1989/11,Canada,Meal produced,Canola (rapeseed),77082
1989/12,Canada,Meal produced,Canola (rapeseed),75652
1990/01,Canada,Meal produced,Canola (rapeseed),67064
1990/02,Canada,Meal produced,Canola (rapeseed),62845
1990/03,Canada,Meal produced,Canola (rapeseed),68946
1990/04,Canada,Meal produced,Canola (rapeseed),55063
1990/05,Canada,Meal produced,Canola (rapeseed),51112
1990/06,Canada,Meal produced,Canola (rapeseed),53314
1990/07,Canada,Meal produced,Canola (rapeseed),49327
1990/08,Canada,Meal produced,Canola (rapeseed),57979
1990/09,Canada,Meal produced,Canola (rapeseed),78915
1990/10,Canada,Meal produced,Canola (rapeseed),82146
1990/11,Canada,Meal produced,Canola (rapeseed),80614
1990/12,Canada,Meal produced,Canola (rapeseed),67690
1991/01,Canada,Meal produced,Canola (rapeseed),68677
1991/02,Canada,Meal produced,Canola (rapeseed),72183
1991/03,Canada,Meal produced,Canola (rapeseed),75691
1991/04,Canada,Meal produced,Canola (rapeseed),72816
1991/05,Canada,Meal produced,Canola (rapeseed),75853
1991/06,Canada,Meal produced,Canola (rapeseed),76546
1991/07,Canada,Meal produced,Canola (rapeseed),65878
1991/08,Canada,Meal produced,Canola (rapeseed),56613
1991/09,Canada,Meal produced,Canola (rapeseed),80212
1991/10,Canada,Meal produced,Canola (rapeseed),83909
1991/11,Canada,Meal produced,Canola (rapeseed),83528
1991/12,Canada,Meal produced,Canola (rapeseed),87305
1992/01,Canada,Meal produced,Canola (rapeseed),84789
1992/02,Canada,Meal produced,Canola (rapeseed),93177
1992/03,Canada,Meal produced,Canola (rapeseed),86876
1992/04,Canada,Meal produced,Canola (rapeseed),96343
1992/05,Canada,Meal produced,Canola (rapeseed),85680
1992/06,Canada,Meal produced,Canola (rapeseed),92839
1992/07,Canada,Meal produced,Canola (rapeseed),104421
1992/08,Canada,Meal produced,Canola (rapeseed),83370
1992/09,Canada,Meal produced,Canola (rapeseed),90751
1992/10,Canada,Meal produced,Canola (rapeseed),99318
1992/11,Canada,Meal produced,Canola (rapeseed),93199
1992/12,Canada,Meal produced,Canola (rapeseed),107455
1993/01,Canada,Meal produced,Canola (rapeseed),97005
1993/02,Canada,Meal produced,Canola (rapeseed),98662
1993/03,Canada,Meal produced,Canola (rapeseed),107688
1993/04,Canada,Meal produced,Canola (rapeseed),97283
1993/05,Canada,Meal produced,Canola (rapeseed),100767
1993/06,Canada,Meal produced,Canola (rapeseed),91206
1993/07,Canada,Meal produced,Canola (rapeseed),98614
1993/08,Canada,Meal produced,Canola (rapeseed),100319
1993/09,Canada,Meal produced,Canola (rapeseed),107093
1993/10,Canada,Meal produced,Canola (rapeseed),115732
1993/11,Canada,Meal produced,Canola (rapeseed),113243
1993/12,Canada,Meal produced,Canola (rapeseed),121656
1994/01,Canada,Meal produced,Canola (rapeseed),118667
1994/02,Canada,Meal produced,Canola (rapeseed),102483
1994/03,Canada,Meal produced,Canola (rapeseed),115673
1994/04,Canada,Meal produced,Canola (rapeseed),117692
1994/05,Canada,Meal produced,Canola (rapeseed),113017
1994/06,Canada,Meal produced,Canola (rapeseed),107803
1994/07,Canada,Meal produced,Canola (rapeseed),106705
1994/08,Canada,Meal produced,Canola (rapeseed),84332
1994/09,Canada,Meal produced,Canola (rapeseed),126382
1994/10,Canada,Meal produced,Canola (rapeseed),142361
1994/11,Canada,Meal produced,Canola (rapeseed),146705
1994/12,Canada,Meal produced,Canola (rapeseed),148859
1995/01,Canada,Meal produced,Canola (rapeseed),154900
1995/02,Canada,Meal produced,Canola (rapeseed),138866
1995/03,Canada,Meal produced,Canola (rapeseed),142930
1995/04,Canada,Meal produced,Canola (rapeseed),133036
1995/05,Canada,Meal produced,Canola (rapeseed),117803
1995/06,Canada,Meal produced,Canola (rapeseed),126006
1995/07,Canada,Meal produced,Canola (rapeseed),102475
1995/08,Canada,Meal produced,Canola (rapeseed),104669
1995/09,Canada,Meal produced,Canola (rapeseed),140268
1995/10,Canada,Meal produced,Canola (rapeseed),140229
1995/11,Canada,Meal produced,Canola (rapeseed),144989
1995/12,Canada,Meal produced,Canola (rapeseed),149862
1996/01,Canada,Meal produced,Canola (rapeseed),161470
1996/02,Canada,Meal produced,Canola (rapeseed),146007
1996/03,Canada,Meal produced,Canola (rapeseed),154357
1996/04,Canada,Meal produced,Canola (rapeseed),150811
1996/05,Canada,Meal produced,Canola (rapeseed),128328
1996/06,Canada,Meal produced,Canola (rapeseed),140070
1996/07,Canada,Meal produced,Canola (rapeseed),162894
1996/08,Canada,Meal produced,Canola (rapeseed),150896
1996/09,Canada,Meal produced,Canola (rapeseed),166929
1996/10,Canada,Meal produced,Canola (rapeseed),150398
1996/11,Canada,Meal produced,Canola (rapeseed),127943
1996/12,Canada,Meal produced,Canola (rapeseed),127051
1997/01,Canada,Meal produced,Canola (rapeseed),115751
1997/02,Canada,Meal produced,Canola (rapeseed),125667
1997/03,Canada,Meal produced,Canola (rapeseed),141457
1997/04,Canada,Meal produced,Canola (rapeseed),122428
1997/05,Canada,Meal produced,Canola (rapeseed),143740
1997/06,Canada,Meal produced,Canola (rapeseed),145944
1997/07,Canada,Meal produced,Canola (rapeseed),130774
1997/08,Canada,Meal produced,Canola (rapeseed),127476
1997/09,Canada,Meal produced,Canola (rapeseed),189418
1997/10,Canada,Meal produced,Canola (rapeseed),162537
1997/11,Canada,Meal produced,Canola (rapeseed),152884
1997/12,Canada,Meal produced,Canola (rapeseed),181424
1998/01,Canada,Meal produced,Canola (rapeseed),179502
1998/02,Canada,Meal produced,Canola (rapeseed),173549
1998/03,Canada,Meal produced,Canola (rapeseed),184591
1998/04,Canada,Meal produced,Canola (rapeseed),183657
1998/05,Canada,Meal produced,Canola (rapeseed),157226
1998/06,Canada,Meal produced,Canola (rapeseed),158108
1998/07,Canada,Meal produced,Canola (rapeseed),153682
1998/08,Canada,Meal produced,Canola (rapeseed),137383
1998/09,Canada,Meal produced,Canola (rapeseed),186520
1998/10,Canada,Meal produced,Canola (rapeseed),206025
1998/11,Canada,Meal produced,Canola (rapeseed),183015
1998/12,Canada,Meal produced,Canola (rapeseed),206178
1999/01,Canada,Meal produced,Canola (rapeseed),179556
1999/02,Canada,Meal produced,Canola (rapeseed),150993
1999/03,Canada,Meal produced,Canola (rapeseed),171039
1999/04,Canada,Meal produced,Canola (rapeseed),136560
1999/05,Canada,Meal produced,Canola (rapeseed),142293
1999/06,Canada,Meal produced,Canola (rapeseed),122703
1999/07,Canada,Meal produced,Canola (rapeseed),117883
1999/08,Canada,Meal produced,Canola (rapeseed),107067
1999/09,Canada,Meal produced,Canola (rapeseed),177531
1999/10,Canada,Meal produced,Canola (rapeseed),167379
1999/11,Canada,Meal produced,Canola (rapeseed),154663
1999/12,Canada,Meal produced,Canola (rapeseed),182757
2000/01,Canada,Meal produced,Canola (rapeseed),170061
2000/02,Canada,Meal produced,Canola (rapeseed),144052
2000/03,Canada,Meal produced,Canola (rapeseed),187265
2000/04,Canada,Meal produced,Canola (rapeseed),127725
